ticket_id,customer_id,product_id,created_date,issue_category,issue_type,priority,contact_channel,first_response_hours,resolution_hours,ticket_status,customer_satisfaction_score,sla_breached_flag,customer_comment
TKT000476,C012,P009,2026-01-28,Product Information,Wrong Specification,Medium,Email,7,29,Resolved,4.4,No,Standard support request
TKT000477,C013,P010,2026-02-02,Refund,Refund Pending,High,Chat,10,39,Resolved,3.0,No,Standard support request
TKT000478,C014,P011,2026-02-07,Technical,App Error,High,Phone,13,49,Resolved,3.7,Yes,Standard support request
TKT000479,C015,P012,2026-02-12,Order,Order Cancellation,Low,Web,16,59,Resolved,4.4,Yes,Standard support request
TKT000480,C001,P001,2026-02-17,Product Quality,Defective Product,High,Email,1,51,Resolved,3.0,Yes,Standard support request
TKT000481,C002,P002,2026-02-22,Delivery,Late Delivery,Medium,Chat,4,61,Open,3.7,Yes,Standard support request
TKT000482,C003,P003,2026-02-27,Payment,Payment Failed,High,Phone,7,71,Resolved,4.4,Yes,Standard support request
TKT000483,C004,P004,2026-03-04,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000484,C005,P005,2026-03-09,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000485,C006,P006,2026-03-14,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000486,C007,P007,2026-03-19,Technical,App Error,High,Phone,1,21,Resolved,3.0,No,Standard support request
TKT000487,C008,P008,2026-03-24,Order,Order Cancellation,Low,Web,4,31,Resolved,3.7,No,Standard support request
TKT000488,C009,P009,2026-03-29,Product Quality,Defective Product,High,Email,7,41,Resolved,4.4,No,Standard support request
TKT000489,C010,P010,2026-04-03,Delivery,Late Delivery,Medium,Chat,10,51,Resolved,3.0,Yes,Standard support request
TKT000490,C011,P011,2026-04-08,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000491,C012,P012,2026-04-13,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000492,C013,P001,2026-04-18,Product Information,Wrong Specification,Medium,Email,1,63,Resolved,3.0,Yes,Standard support request
TKT000493,C014,P002,2026-04-23,Refund,Refund Pending,High,Chat,4,121,Resolved,2.5,Yes,Customer reported repeated issue
TKT000494,C015,P003,2026-04-28,Technical,App Error,High,Phone,7,11,Open,4.4,No,Standard support request
TKT000495,C001,P004,2026-05-03,Order,Order Cancellation,Low,Web,10,21,Resolved,3.0,No,Standard support request
TKT000496,C002,P005,2026-05-08,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000497,C003,P006,2026-05-13,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
TKT000498,C004,P007,2026-05-18,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000499,C005,P008,2026-05-23,Account,Login Issue,Medium,Web,4,43,Resolved,3.7,No,Standard support request
TKT000500,C006,P009,2026-05-28,Product Information,Wrong Specification,Medium,Email,7,53,Resolved,4.4,Yes,Standard support request
TKT000501,C007,P010,2026-06-02,Refund,Refund Pending,High,Chat,10,63,Resolved,3.0,Yes,Standard support request
TKT000502,C008,P011,2026-06-07,Technical,App Error,High,Phone,13,73,Resolved,3.7,Yes,Standard support request
TKT000503,C009,P012,2026-06-12,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000504,C010,P001,2026-06-17,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000505,C011,P002,2026-06-22,Delivery,Late Delivery,Medium,Chat,4,13,Resolved,3.7,No,Standard support request
TKT000506,C012,P003,2026-06-27,Payment,Payment Failed,High,Phone,7,23,Resolved,4.4,No,Standard support request
TKT000507,C013,P004,2026-01-02,Account,Login Issue,Medium,Web,10,33,Open,3.0,No,Standard support request
TKT000508,C014,P005,2026-01-07,Product Information,Wrong Specification,Medium,Email,13,43,Resolved,3.7,No,Standard support request
TKT000509,C015,P006,2026-01-12,Refund,Refund Pending,High,Chat,16,53,Resolved,4.4,Yes,Standard support request
TKT000510,C001,P007,2026-01-17,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000511,C002,P008,2026-01-22,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000512,C003,P009,2026-01-27,Product Quality,Defective Product,High,Email,7,65,Resolved,4.4,Yes,Standard support request
TKT000513,C004,P010,2026-02-01,Delivery,Late Delivery,Medium,Chat,10,75,Resolved,3.0,Yes,Standard support request
TKT000514,C005,P011,2026-02-06,Payment,Payment Failed,High,Phone,13,85,Resolved,3.7,Yes,Standard support request
TKT000515,C006,P012,2026-02-11,Account,Login Issue,Medium,Web,16,23,Resolved,4.4,No,Standard support request
TKT000516,C007,P001,2026-02-16,Product Information,Wrong Specification,Medium,Email,1,15,Resolved,3.0,No,Standard support request
TKT000517,C008,P002,2026-02-21,Refund,Refund Pending,High,Chat,4,25,Resolved,3.7,No,Standard support request
TKT000518,C009,P003,2026-02-26,Technical,App Error,High,Phone,7,35,Resolved,4.4,No,Standard support request
TKT000519,C010,P004,2026-03-03,Order,Order Cancellation,Low,Web,10,45,Resolved,3.0,No,Standard support request
TKT000520,C011,P005,2026-03-08,Product Quality,Defective Product,High,Email,13,55,Open,3.7,Yes,Standard support request
TKT000521,C012,P006,2026-03-13,Delivery,Late Delivery,Medium,Chat,16,65,Resolved,4.4,Yes,Standard support request
TKT000522,C013,P007,2026-03-18,Payment,Payment Failed,High,Phone,1,105,Resolved,1.8,Yes,Customer reported repeated issue
TKT000523,C014,P008,2026-03-23,Account,Login Issue,Medium,Web,4,67,Resolved,3.7,Yes,Standard support request
TKT000524,C015,P009,2026-03-28,Product Information,Wrong Specification,Medium,Email,7,77,Resolved,4.4,Yes,Standard support request
TKT000525,C001,P010,2026-04-02,Refund,Refund Pending,High,Chat,10,15,Resolved,3.0,No,Standard support request
TKT000526,C002,P011,2026-04-07,Technical,App Error,High,Phone,13,25,Resolved,3.7,No,Standard support request
TKT000527,C003,P012,2026-04-12,Order,Order Cancellation,Low,Web,16,35,Resolved,4.4,No,Standard support request
TKT000528,C004,P001,2026-04-17,Product Quality,Defective Product,High,Email,1,27,Resolved,3.0,No,Standard support request
TKT000529,C005,P002,2026-04-22,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000530,C006,P003,2026-04-27,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000531,C007,P004,2026-05-02,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000532,C008,P005,2026-05-07,Product Information,Wrong Specification,Medium,Email,13,67,Resolved,3.7,Yes,Standard support request
TKT000533,C009,P006,2026-05-12,Refund,Refund Pending,High,Chat,16,77,Open,4.4,Yes,Standard support request
TKT000534,C010,P007,2026-05-17,Technical,App Error,High,Phone,1,69,Resolved,3.0,Yes,Standard support request
TKT000535,C011,P008,2026-05-22,Order,Order Cancellation,Low,Web,4,7,Resolved,3.7,No,Standard support request
TKT000536,C012,P009,2026-05-27,Product Quality,Defective Product,High,Email,7,17,Resolved,4.4,No,Standard support request
TKT000537,C013,P010,2026-06-01,Delivery,Late Delivery,Medium,Chat,10,27,Resolved,3.0,No,Standard support request
TKT000538,C014,P011,2026-06-06,Payment,Payment Failed,High,Phone,13,37,Resolved,3.7,No,Standard support request
TKT000539,C015,P012,2026-06-11,Account,Login Issue,Medium,Web,16,47,Resolved,4.4,No,Standard support request
TKT000540,C001,P001,2026-06-16,Product Information,Wrong Specification,Medium,Email,1,39,Resolved,3.0,No,Standard support request
TKT000541,C002,P002,2026-06-21,Refund,Refund Pending,High,Chat,4,49,Resolved,3.7,Yes,Standard support request
TKT000542,C003,P003,2026-06-26,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000543,C004,P004,2026-01-01,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000544,C005,P005,2026-01-06,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000545,C006,P006,2026-01-11,Delivery,Late Delivery,Medium,Chat,16,89,Resolved,4.4,Yes,Standard support request
TKT000546,C007,P007,2026-01-16,Payment,Payment Failed,High,Phone,1,9,Open,3.0,No,Standard support request
TKT000547,C008,P008,2026-01-21,Account,Login Issue,Medium,Web,4,19,Resolved,3.7,No,Standard support request
TKT000548,C009,P009,2026-01-26,Product Information,Wrong Specification,Medium,Email,7,29,Resolved,4.4,No,Standard support request
TKT000549,C010,P010,2026-01-31,Refund,Refund Pending,High,Chat,10,39,Resolved,3.0,No,Standard support request
TKT000550,C011,P011,2026-02-05,Technical,App Error,High,Phone,13,49,Resolved,3.7,Yes,Standard support request
TKT000551,C012,P012,2026-02-10,Order,Order Cancellation,Low,Web,16,107,Resolved,3.2,Yes,Customer reported repeated issue
TKT000552,C013,P001,2026-02-15,Product Quality,Defective Product,High,Email,1,51,Resolved,3.0,Yes,Standard support request
TKT000553,C014,P002,2026-02-20,Delivery,Late Delivery,Medium,Chat,4,61,Resolved,3.7,Yes,Standard support request
TKT000554,C015,P003,2026-02-25,Payment,Payment Failed,High,Phone,7,71,Resolved,4.4,Yes,Standard support request
TKT000555,C001,P004,2026-03-02,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000556,C002,P005,2026-03-07,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000557,C003,P006,2026-03-12,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000558,C004,P007,2026-03-17,Technical,App Error,High,Phone,1,21,Resolved,3.0,No,Standard support request
TKT000559,C005,P008,2026-03-22,Order,Order Cancellation,Low,Web,4,31,Open,3.7,No,Standard support request
TKT000560,C006,P009,2026-03-27,Product Quality,Defective Product,High,Email,7,41,Resolved,4.4,No,Standard support request
TKT000561,C007,P010,2026-04-01,Delivery,Late Delivery,Medium,Chat,10,51,Resolved,3.0,Yes,Standard support request
TKT000562,C008,P011,2026-04-06,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000563,C009,P012,2026-04-11,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000564,C010,P001,2026-04-16,Product Information,Wrong Specification,Medium,Email,1,63,Resolved,3.0,Yes,Standard support request
TKT000565,C011,P002,2026-04-21,Refund,Refund Pending,High,Chat,4,73,Resolved,3.7,Yes,Standard support request
TKT000566,C012,P003,2026-04-26,Technical,App Error,High,Phone,7,11,Resolved,4.4,No,Standard support request
TKT000567,C013,P004,2026-05-01,Order,Order Cancellation,Low,Web,10,21,Resolved,3.0,No,Standard support request
TKT000568,C014,P005,2026-05-06,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000569,C015,P006,2026-05-11,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
TKT000570,C001,P007,2026-05-16,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000571,C002,P008,2026-05-21,Account,Login Issue,Medium,Web,4,43,Resolved,3.7,No,Standard support request
TKT000572,C003,P009,2026-05-26,Product Information,Wrong Specification,Medium,Email,7,53,Open,4.4,Yes,Standard support request
TKT000573,C004,P010,2026-05-31,Refund,Refund Pending,High,Chat,10,63,Resolved,3.0,Yes,Standard support request
TKT000574,C005,P011,2026-06-05,Technical,App Error,High,Phone,13,73,Resolved,3.7,Yes,Standard support request
TKT000575,C006,P012,2026-06-10,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000576,C007,P001,2026-06-15,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000577,C008,P002,2026-06-20,Delivery,Late Delivery,Medium,Chat,4,13,Resolved,3.7,No,Standard support request
TKT000578,C009,P003,2026-06-25,Payment,Payment Failed,High,Phone,7,23,Resolved,4.4,No,Standard support request
TKT000579,C010,P004,2026-06-30,Account,Login Issue,Medium,Web,10,33,Resolved,3.0,No,Standard support request
TKT000580,C011,P005,2026-01-05,Product Information,Wrong Specification,Medium,Email,13,91,Resolved,2.5,Yes,Customer reported repeated issue
TKT000581,C012,P006,2026-01-10,Refund,Refund Pending,High,Chat,16,53,Resolved,4.4,Yes,Standard support request
TKT000582,C013,P007,2026-01-15,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000583,C014,P008,2026-01-20,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000584,C015,P009,2026-01-25,Product Quality,Defective Product,High,Email,7,65,Resolved,4.4,Yes,Standard support request
TKT000585,C001,P010,2026-01-30,Delivery,Late Delivery,Medium,Chat,10,75,Open,3.0,Yes,Standard support request
TKT000586,C002,P011,2026-02-04,Payment,Payment Failed,High,Phone,13,85,Resolved,3.7,Yes,Standard support request
TKT000587,C003,P012,2026-02-09,Account,Login Issue,Medium,Web,16,23,Resolved,4.4,No,Standard support request
TKT000588,C004,P001,2026-02-14,Product Information,Wrong Specification,Medium,Email,1,15,Resolved,3.0,No,Standard support request
TKT000589,C005,P002,2026-02-19,Refund,Refund Pending,High,Chat,4,25,Resolved,3.7,No,Standard support request
TKT000590,C006,P003,2026-02-24,Technical,App Error,High,Phone,7,35,Resolved,4.4,No,Standard support request
TKT000591,C007,P004,2026-03-01,Order,Order Cancellation,Low,Web,10,45,Resolved,3.0,No,Standard support request
TKT000592,C008,P005,2026-03-06,Product Quality,Defective Product,High,Email,13,55,Resolved,3.7,Yes,Standard support request
TKT000593,C009,P006,2026-03-11,Delivery,Late Delivery,Medium,Chat,16,65,Resolved,4.4,Yes,Standard support request
TKT000594,C010,P007,2026-03-16,Payment,Payment Failed,High,Phone,1,57,Resolved,3.0,Yes,Standard support request
TKT000595,C011,P008,2026-03-21,Account,Login Issue,Medium,Web,4,67,Resolved,3.7,Yes,Standard support request
TKT000596,C012,P009,2026-03-26,Product Information,Wrong Specification,Medium,Email,7,77,Resolved,4.4,Yes,Standard support request
TKT000597,C013,P010,2026-03-31,Refund,Refund Pending,High,Chat,10,15,Resolved,3.0,No,Standard support request
TKT000598,C014,P011,2026-04-05,Technical,App Error,High,Phone,13,25,Open,3.7,No,Standard support request
TKT000599,C015,P012,2026-04-10,Order,Order Cancellation,Low,Web,16,35,Resolved,4.4,No,Standard support request
TKT000600,C001,P001,2026-04-15,Product Quality,Defective Product,High,Email,1,27,Resolved,3.0,No,Standard support request
TKT000601,C002,P002,2026-04-20,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000602,C003,P003,2026-04-25,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000603,C004,P004,2026-04-30,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000604,C005,P005,2026-05-05,Product Information,Wrong Specification,Medium,Email,13,67,Resolved,3.7,Yes,Standard support request
TKT000605,C006,P006,2026-05-10,Refund,Refund Pending,High,Chat,16,77,Resolved,4.4,Yes,Standard support request
TKT000606,C007,P007,2026-05-15,Technical,App Error,High,Phone,1,69,Resolved,3.0,Yes,Standard support request
TKT000607,C008,P008,2026-05-20,Order,Order Cancellation,Low,Web,4,7,Resolved,3.7,No,Standard support request
TKT000608,C009,P009,2026-05-25,Product Quality,Defective Product,High,Email,7,17,Resolved,4.4,No,Standard support request
TKT000609,C010,P010,2026-05-30,Delivery,Late Delivery,Medium,Chat,10,75,Resolved,1.8,Yes,Customer reported repeated issue
TKT000610,C011,P011,2026-06-04,Payment,Payment Failed,High,Phone,13,37,Resolved,3.7,No,Standard support request
TKT000611,C012,P012,2026-06-09,Account,Login Issue,Medium,Web,16,47,Open,4.4,No,Standard support request
TKT000612,C013,P001,2026-06-14,Product Information,Wrong Specification,Medium,Email,1,39,Resolved,3.0,No,Standard support request
TKT000613,C014,P002,2026-06-19,Refund,Refund Pending,High,Chat,4,49,Resolved,3.7,Yes,Standard support request
TKT000614,C015,P003,2026-06-24,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000615,C001,P004,2026-06-29,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000616,C002,P005,2026-01-04,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000617,C003,P006,2026-01-09,Delivery,Late Delivery,Medium,Chat,16,89,Resolved,4.4,Yes,Standard support request
TKT000618,C004,P007,2026-01-14,Payment,Payment Failed,High,Phone,1,9,Resolved,3.0,No,Standard support request
TKT000619,C005,P008,2026-01-19,Account,Login Issue,Medium,Web,4,19,Resolved,3.7,No,Standard support request
TKT000620,C006,P009,2026-01-24,Product Information,Wrong Specification,Medium,Email,7,29,Resolved,4.4,No,Standard support request
TKT000621,C007,P010,2026-01-29,Refund,Refund Pending,High,Chat,10,39,Resolved,3.0,No,Standard support request
TKT000622,C008,P011,2026-02-03,Technical,App Error,High,Phone,13,49,Resolved,3.7,Yes,Standard support request
TKT000623,C009,P012,2026-02-08,Order,Order Cancellation,Low,Web,16,59,Resolved,4.4,Yes,Standard support request
TKT000624,C010,P001,2026-02-13,Product Quality,Defective Product,High,Email,1,51,Open,3.0,Yes,Standard support request
TKT000625,C011,P002,2026-02-18,Delivery,Late Delivery,Medium,Chat,4,61,Resolved,3.7,Yes,Standard support request
TKT000626,C012,P003,2026-02-23,Payment,Payment Failed,High,Phone,7,71,Resolved,4.4,Yes,Standard support request
TKT000627,C013,P004,2026-02-28,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000628,C014,P005,2026-03-05,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000629,C015,P006,2026-03-10,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000630,C001,P007,2026-03-15,Technical,App Error,High,Phone,1,21,Resolved,3.0,No,Standard support request
TKT000631,C002,P008,2026-03-20,Order,Order Cancellation,Low,Web,4,31,Resolved,3.7,No,Standard support request
TKT000632,C003,P009,2026-03-25,Product Quality,Defective Product,High,Email,7,41,Resolved,4.4,No,Standard support request
TKT000633,C004,P010,2026-03-30,Delivery,Late Delivery,Medium,Chat,10,51,Resolved,3.0,Yes,Standard support request
TKT000634,C005,P011,2026-04-04,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000635,C006,P012,2026-04-09,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000636,C007,P001,2026-04-14,Product Information,Wrong Specification,Medium,Email,1,63,Resolved,3.0,Yes,Standard support request
TKT000637,C008,P002,2026-04-19,Refund,Refund Pending,High,Chat,4,73,Open,3.7,Yes,Standard support request
TKT000638,C009,P003,2026-04-24,Technical,App Error,High,Phone,7,59,Resolved,3.2,Yes,Customer reported repeated issue
TKT000639,C010,P004,2026-04-29,Order,Order Cancellation,Low,Web,10,21,Resolved,3.0,No,Standard support request
TKT000640,C011,P005,2026-05-04,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000641,C012,P006,2026-05-09,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
TKT000642,C013,P007,2026-05-14,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000643,C014,P008,2026-05-19,Account,Login Issue,Medium,Web,4,43,Resolved,3.7,No,Standard support request
TKT000644,C015,P009,2026-05-24,Product Information,Wrong Specification,Medium,Email,7,53,Resolved,4.4,Yes,Standard support request
TKT000645,C001,P010,2026-05-29,Refund,Refund Pending,High,Chat,10,63,Resolved,3.0,Yes,Standard support request
TKT000646,C002,P011,2026-06-03,Technical,App Error,High,Phone,13,73,Resolved,3.7,Yes,Standard support request
TKT000647,C003,P012,2026-06-08,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000648,C004,P001,2026-06-13,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000649,C005,P002,2026-06-18,Delivery,Late Delivery,Medium,Chat,4,13,Resolved,3.7,No,Standard support request
TKT000650,C006,P003,2026-06-23,Payment,Payment Failed,High,Phone,7,23,Open,4.4,No,Standard support request
TKT000651,C007,P004,2026-06-28,Account,Login Issue,Medium,Web,10,33,Resolved,3.0,No,Standard support request
TKT000652,C008,P005,2026-01-03,Product Information,Wrong Specification,Medium,Email,13,43,Resolved,3.7,No,Standard support request
TKT000653,C009,P006,2026-01-08,Refund,Refund Pending,High,Chat,16,53,Resolved,4.4,Yes,Standard support request
TKT000654,C010,P007,2026-01-13,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000655,C011,P008,2026-01-18,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000656,C012,P009,2026-01-23,Product Quality,Defective Product,High,Email,7,65,Resolved,4.4,Yes,Standard support request
TKT000657,C013,P010,2026-01-28,Delivery,Late Delivery,Medium,Chat,10,75,Resolved,3.0,Yes,Standard support request
TKT000658,C014,P011,2026-02-02,Payment,Payment Failed,High,Phone,13,85,Resolved,3.7,Yes,Standard support request
TKT000659,C015,P012,2026-02-07,Account,Login Issue,Medium,Web,16,23,Resolved,4.4,No,Standard support request
TKT000660,C001,P001,2026-02-12,Product Information,Wrong Specification,Medium,Email,1,15,Resolved,3.0,No,Standard support request
TKT000661,C002,P002,2026-02-17,Refund,Refund Pending,High,Chat,4,25,Resolved,3.7,No,Standard support request
TKT000662,C003,P003,2026-02-22,Technical,App Error,High,Phone,7,35,Resolved,4.4,No,Standard support request
TKT000663,C004,P004,2026-02-27,Order,Order Cancellation,Low,Web,10,45,Open,3.0,No,Standard support request
TKT000664,C005,P005,2026-03-04,Product Quality,Defective Product,High,Email,13,55,Resolved,3.7,Yes,Standard support request
TKT000665,C006,P006,2026-03-09,Delivery,Late Delivery,Medium,Chat,16,65,Resolved,4.4,Yes,Standard support request
TKT000666,C007,P007,2026-03-14,Payment,Payment Failed,High,Phone,1,57,Resolved,3.0,Yes,Standard support request
TKT000667,C008,P008,2026-03-19,Account,Login Issue,Medium,Web,4,115,Resolved,2.5,Yes,Customer reported repeated issue
TKT000668,C009,P009,2026-03-24,Product Information,Wrong Specification,Medium,Email,7,77,Resolved,4.4,Yes,Standard support request
TKT000669,C010,P010,2026-03-29,Refund,Refund Pending,High,Chat,10,15,Resolved,3.0,No,Standard support request
TKT000670,C011,P011,2026-04-03,Technical,App Error,High,Phone,13,25,Resolved,3.7,No,Standard support request
TKT000671,C012,P012,2026-04-08,Order,Order Cancellation,Low,Web,16,35,Resolved,4.4,No,Standard support request
TKT000672,C013,P001,2026-04-13,Product Quality,Defective Product,High,Email,1,27,Resolved,3.0,No,Standard support request
TKT000673,C014,P002,2026-04-18,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000674,C015,P003,2026-04-23,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000675,C001,P004,2026-04-28,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000676,C002,P005,2026-05-03,Product Information,Wrong Specification,Medium,Email,13,67,Open,3.7,Yes,Standard support request
TKT000677,C003,P006,2026-05-08,Refund,Refund Pending,High,Chat,16,77,Resolved,4.4,Yes,Standard support request
TKT000678,C004,P007,2026-05-13,Technical,App Error,High,Phone,1,69,Resolved,3.0,Yes,Standard support request
TKT000679,C005,P008,2026-05-18,Order,Order Cancellation,Low,Web,4,7,Resolved,3.7,No,Standard support request
TKT000680,C006,P009,2026-05-23,Product Quality,Defective Product,High,Email,7,17,Resolved,4.4,No,Standard support request
TKT000681,C007,P010,2026-05-28,Delivery,Late Delivery,Medium,Chat,10,27,Resolved,3.0,No,Standard support request
TKT000682,C008,P011,2026-06-02,Payment,Payment Failed,High,Phone,13,37,Resolved,3.7,No,Standard support request
TKT000683,C009,P012,2026-06-07,Account,Login Issue,Medium,Web,16,47,Resolved,4.4,No,Standard support request
TKT000684,C010,P001,2026-06-12,Product Information,Wrong Specification,Medium,Email,1,39,Resolved,3.0,No,Standard support request
TKT000685,C011,P002,2026-06-17,Refund,Refund Pending,High,Chat,4,49,Resolved,3.7,Yes,Standard support request
TKT000686,C012,P003,2026-06-22,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000687,C013,P004,2026-06-27,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000688,C014,P005,2026-01-02,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000689,C015,P006,2026-01-07,Delivery,Late Delivery,Medium,Chat,16,89,Open,4.4,Yes,Standard support request
TKT000690,C001,P007,2026-01-12,Payment,Payment Failed,High,Phone,1,9,Resolved,3.0,No,Standard support request
TKT000691,C002,P008,2026-01-17,Account,Login Issue,Medium,Web,4,19,Resolved,3.7,No,Standard support request
TKT000692,C003,P009,2026-01-22,Product Information,Wrong Specification,Medium,Email,7,29,Resolved,4.4,No,Standard support request
TKT000693,C004,P010,2026-01-27,Refund,Refund Pending,High,Chat,10,39,Resolved,3.0,No,Standard support request
TKT000694,C005,P011,2026-02-01,Technical,App Error,High,Phone,13,49,Resolved,3.7,Yes,Standard support request
TKT000695,C006,P012,2026-02-06,Order,Order Cancellation,Low,Web,16,59,Resolved,4.4,Yes,Standard support request
TKT000696,C007,P001,2026-02-11,Product Quality,Defective Product,High,Email,1,99,Resolved,1.8,Yes,Customer reported repeated issue
TKT000697,C008,P002,2026-02-16,Delivery,Late Delivery,Medium,Chat,4,61,Resolved,3.7,Yes,Standard support request
TKT000698,C009,P003,2026-02-21,Payment,Payment Failed,High,Phone,7,71,Resolved,4.4,Yes,Standard support request
TKT000699,C010,P004,2026-02-26,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000700,C011,P005,2026-03-03,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000701,C012,P006,2026-03-08,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000702,C013,P007,2026-03-13,Technical,App Error,High,Phone,1,21,Open,3.0,No,Standard support request
TKT000703,C014,P008,2026-03-18,Order,Order Cancellation,Low,Web,4,31,Resolved,3.7,No,Standard support request
TKT000704,C015,P009,2026-03-23,Product Quality,Defective Product,High,Email,7,41,Resolved,4.4,No,Standard support request
TKT000705,C001,P010,2026-03-28,Delivery,Late Delivery,Medium,Chat,10,51,Resolved,3.0,Yes,Standard support request
TKT000706,C002,P011,2026-04-02,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000707,C003,P012,2026-04-07,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000708,C004,P001,2026-04-12,Product Information,Wrong Specification,Medium,Email,1,63,Resolved,3.0,Yes,Standard support request
TKT000709,C005,P002,2026-04-17,Refund,Refund Pending,High,Chat,4,73,Resolved,3.7,Yes,Standard support request
TKT000710,C006,P003,2026-04-22,Technical,App Error,High,Phone,7,11,Resolved,4.4,No,Standard support request
TKT000711,C007,P004,2026-04-27,Order,Order Cancellation,Low,Web,10,21,Resolved,3.0,No,Standard support request
TKT000712,C008,P005,2026-05-02,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000713,C009,P006,2026-05-07,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
